local_tuple,external_tuple,relevant,split
"Mesalamine Crohn's Disease, Maintenance ""My main symptoms were diarrhea  and bloody mucous stools. Once on pentasa 4g a day the symptoms had stopped. Until a month ago where they began along with a lot of wind. Was using suppositories as well initially 1 then 2 per day. I&#039;ve stopped taking all medication till I see my specialist so far symptoms are on worse- better if anything no longer running to toilet all day. I&#039;ve had collitis for less then a year I&#039;m 35""","Mesalazine Mesalazine, also known as mesalamine or 5-aminosalicylic acid (5-ASA), is a medication used to treat inflammatory bowel disease, including ulcerative colitis and Crohn's disease. It is generally used for mildly to moderately severe disease. It is taken by mouth or rectally. The formulations which are taken by mouth appear to be similarly effective.Common side effects include headache, nausea, abdominal pain, and fever. Serious side effects may include pericarditis, liver problems, and kidney problems. Use in pregnancy and breastfeeding appears safe. In people with a sulfa allergy certain formulations may result in problems. Mesalazine is an aminosalicylate and anti-inflammatory. It works by direct contact with the intestines.Mesalazine was approved for medical use in the United States in 1987. It is available as a generic medication and sold under many brand names worldwide. A month supply in the United Kingdom costs the NHS about Â£43 as of 2019. In the United States the wholesale cost of this amount is about 288 USD. In 2017, it was the 246th most commonly prescribed medication in the United States, with more than one million prescriptions.",1,test
"Amitriptyline ibromyalgia ""I love amitriptyline.  I take 125mgs every night and my symptoms have been greatly reduced.  I still have days where I don&#039;t walk so good but I have a lot more good days than bad.  Before I started on this medication I wondered how I could live my life.  I also get a great nights sleep.  There are drawbacks for me. It has cut out a lot of my social life as I take it about 8pm.  I don&#039;t have the sexual drive I used to but I am lucky enough to have a wife that understands how much better I am physically in other aspects of my life.  Some nights I am not so bad but other nights I am ready for bed by 9:30.  I don&#039;t have as much pain as I used to have, but I also have stenosis, scoliosis and osteoarthritis of the spine.""","Amitriptyline Amitriptyline, sold under the brand name Elavil among others, is a medicine primarily used to treat a number of mental illnesses. These include major depressive disorder and anxiety disorders, and less commonly attention deficit hyperactivity disorder (ADHD) and bipolar disorder. Other uses include prevention of migraines, treatment of neuropathic pain such as fibromyalgia and postherpetic neuralgia, and less commonly insomnia. It is in the tricyclic antidepressant (TCA) class and its exact mechanism of action is unclear. Amitriptyline is taken by mouth.Common side effects include blurred vision, dry mouth, low blood pressure on standing, sleepiness, and constipation. Serious side effects may include seizures, an increased risk of suicide in those less than 25 years of age, urinary retention, glaucoma, and a number of heart issues. It should not be taken with MAO inhibitors or the medication cisapride. Amitriptyline may cause problems if taken during pregnancy. Use during breastfeeding appears to be relatively safe.Amitriptyline was discovered in 1960 and approved by the US Food and Drug Administration (FDA) in 1961. It is on the World Health Organization's List of Essential Medicines. It is available as a generic medication. The wholesale cost in the developing world as of 2014 was between 0.01 and US$0.04 per dose. In the United States, it costs about US$0.20 per dose. In 2017, it was the 87th most commonly prescribed medication in the United States, with more than nine million prescriptions.",1,test
"Risperdal Depression ""Started this medicine at 45 yrs and have gained 35lbs in three years without any change in diet or exercise. Take 4mg day and this is the only medicine I take. Find that this medicine will cause psychotic episodes if taken with more than a 6-8 beers or half bottle of spirits. Next day I can&#039;t remember what I said or was doing and this is not good. If you like to consume alcohol beware of this drug as it will turn you into a zombie who does not remember later what you did or said, very scary. Haloperidol was once prescribed for a couple of days and I experienced double vision and extreme paranoia as well as chest pains.""","Risperidone Risperidone, sold under the brand name Risperdal among others, is an atypical antipsychotic. It is used to treat schizophrenia, bipolar disorder, and irritability associated with autism. It is taken either by mouth or by injection into a muscle. The injectable version is long-acting and lasts for about two weeks.Common side effects include movement problems, sleepiness, dizziness, trouble seeing, constipation, and increased weight. Serious side effects may include the potentially permanent movement disorder tardive dyskinesia, as well as neuroleptic malignant syndrome, an increased risk of suicide, and high blood sugar levels. In older people with psychosis as a result of dementia, it may increase the risk of dying. It is unknown if it is safe for use in pregnancy. Its mechanism of action is not entirely clear, but is believed to be related to its action as a dopamine antagonist and serotonin antagonist.Study of risperidone began in the late 1980s and it was approved for sale in the United States in 1993. It is on the World Health Organization's List of Essential Medicines, the safest and most effective medicines needed in a health system. It is available as a generic medication. The wholesale price in the developing world is between US$0.01 and US$0.60 per day as of 2014. The cost for a typical month of medication in the United States is between US$100-200 as of 2015. In 2017, it was the 156th most commonly prescribed medication in the United States, with more than four million prescriptions.",1,test
"Sertraline Anxiety and Stress ""I had been dealing with anxiety disorder and panic attacks for about one year. My doctor put me on Prozac - which gave short term relief but then terrible panic attacks. Since going on Zoloft I have seen a 100% decrease in panic attacks and anxiety. This medicine worked for me when nothing else would.""","Sertraline Sertraline, sold under the brand name Zoloft among others, is an antidepressant of the selective serotonin reuptake inhibitor (SSRI) class. It is used to treat major depressive disorder, obsessiveâ_x0080__x0093_compulsive disorder, panic disorder, post-traumatic stress disorder, premenstrual dysphoric disorder, and social anxiety disorder. Sertraline is taken by mouth.Common side effects include diarrhea, sexual dysfunction, and troubles with sleep. Serious side effects include an increased risk of suicide in those less than 25 years old and serotonin syndrome. It is unclear whether use during pregnancy or breastfeeding is safe. It should not be used together with MAO inhibitor medication. Sertraline is believed to work by increasing serotonin effects in the brain.Sertraline was approved for medical use in the United States in 1991 and initially sold by Pfizer. It is available as a generic medication. In the United States, the wholesale cost is about US$1.50 per month as of 2018. In 2016, it was the most commonly prescribed psychiatric medication in the United States, with over 37 million prescriptions. In 2017, it was the 14th most commonly prescribed medication in the United States with over 38 million prescriptions.",1,test
"Gilenya Multiple Sclerosis ""I just started Gilenya through a research study (or I couldn&#039;t afford it) a week ago. I had minor flu like symptoms the first 72 hours and then increased energy the past several days. I have experienced hot flashes at night sometimes. I have never been on any meds since being tested for Multiple Sclerosis in 2005. I am thankful I don&#039;t have to take the injections. Tired and oddly depressed today. Hoping that goes away soon and isn&#039;t a lasting side effect.""","Fingolimod Fingolimod (INN, trade name Gilenya,	Novartis) is an immunomodulating drug, mostly used for treating multiple sclerosis (MS). Fingolimod is a sphingosine-1-phosphate receptor modulator, which sequesters lymphocytes in lymph nodes, preventing them from contributing to an autoimmune reaction. It has been reported to reduce the rate of relapses in relapsing-remitting multiple sclerosis by approximately one-half over a two-year period. A 2016 Cochrane systematic review concluded that treatment of people relapsing-remitting MS is effective in reducing the probability of acute inflammatory relapses, with potentially little or no effect on disability progression, compared to placebo. The risk/benefit profile compared to other disease-modifiying therapies being unclear due to a lack of direct comparisons.",1,test
"Canagliflozin Diabetes, Type 2 ""Took 100 mg Invokana for three weeks and blood sugar readings dropped dramatically even after reducing insulin dosage. Then feet started a &quot;burning&quot; feeling and shooting pains in my right foot. This persisted for 3 days and I decided I didn&#039;t want to think about potential lose of my feet. Life moves on with one less concern.""","Canagliflozin Canagliflozin, sold under the brand name Invokana among others, is a medication used to treat type 2 diabetes. It is a third line medication to metformin. It is used together with exercise and diet. It is not recommended in type 1 diabetes. It is taken by mouth.Common side effects include vaginal yeast infections, nausea, constipation, and urinary tract infections. Serious side effects may include low blood sugar, Fournier's gangrene, leg amputation, kidney problems, high blood potassium, and low blood pressure. Diabetic ketoacidosis may occur despite nearly normal blood sugar levels. Use in pregnancy and breastfeeding is not recommended. Canagliflozin is a sodium-glucose cotransporter 2 (SGLT2) inhibitor. It works by increasing the amount of glucose lost in the urine.Canagliflozin was approved for medical use in the United States in 2013. A month's supply in the United Kingdom costs the NHS about Â£39.20 as of 2019. In the United States the wholesale cost of this amount is about US$475.20. In 2017, it was the 192nd most commonly prescribed medication in the United States, with more than three million prescriptions.",1,test
"Lurasidone Bipolar Disorde ""I have been on Latuda for a little over a year now. It&#039;s been extremely helpful for both mania and depression. I had psychotic mixed episodes, which Lithium did not help. On Latuda, I feel stable and like myself. However, I have &quot;mild&quot; akathisia, meaning I don&#039;t twitch, but I feel horrible if I take it during the day. I take it at night before bed with Lorazepam as needed, (I am probably going to switch to a more regular sleep med soon) and that pretty much solved the problem. The only issue is that it is expensive, but thankfully I have insurance that covers it after my deductible.""","Lurasidone Lurasidone, sold under the trade name Latuda among others, is an antipsychotic medication used to treat schizophrenia and bipolar disorder. In bipolar it may be used together with a mood stabilizer such as lithium or valproate. It is taken by mouth.Common side effects include sleepiness, movement disorders, nausea, and diarrhea. Serious side effects may include the potentially permanent movement disorder tardive dyskinesia, as well as neuroleptic malignant syndrome, an increased risk of suicide, angioedema, and high blood sugar levels. In older people with psychosis as a result of dementia, it may increase the risk of dying. Use during pregnancy is of unclear safety. How it works is not clear but is believed to involve effects on dopamine and serotonin in the brain.Lurasidone was approved for medical use in the United States in 2010. A month supply in the United Kingdom costs the NHS about Â£91 as of 2019. In the United States this amount is about US$1,350 as of 2020. In 2019 generic versions were approved in the United States but will not be available until 2023. In 2017, it was the 274th most commonly prescribed medication in the United States, with more than one million prescriptions.",1,test
"Nexplanon Birth Control ""So I first got the nexplanon in July of 2014, for the first 5 months I was fine, I didn&#039;t get my period and if I did it was random spotting (very light) but around January I noticed I was very emotional EVERYTHING made me cry. Then my period started coming twice a month with horrific cramps. Or I would spot for 2-3 weeks have a week where I thought It was over and started spotting again. I&#039;ve now had it for 13 months and it does the job because I havent gotten pregnant. But that&#039;s only because I haven&#039;t been able to have sex cause I don&#039;t know when my period is going to come""","Etonogestrel_birth_control_implant Etonogestrel birth control implant, sold under the brand name Nexplanon among others, is a device made up of a single rod containing etonogestrel which is used for birth control. It is one of the most effective forms of birth control with a one-year failure rate around 0.05%. It lasts at least three or four years with some data showing effectiveness for five years. The device is placed under the skin. Following removal fertility quickly returns.Common side effects include menstrual changes including irregular bleeding, with approximately one third of women reporting no menstrual periods.  It is not recommended in people with liver disease. The etonogestrel implant is a type of long-acting reversible birth control. It works by stopping ovulation, thickening the mucus around the opening of the cervix, and altering the lining of the uterus.Etonogestrel implants were approved for medical use in Indonesia in 1998 and in the United States in 2006. It is on the World Health Organization's List of Essential Medicines, the safest and most effective medicines needed in a health system. It is available as a generic medication. The wholesale cost in the developing world is about 8.93 to 13.29 USD. In the United Kingdom the device costs the NHS about 83.43 pounds. The cost in the United States is about 625.00 USD. Etonogestrel implants are approved in more than 90 countries and used by about three million women globally as of 2010.",1,test
"Lyrica ibromyalgia ""Lyrica has helped my pain from fibromyalgia IMMENSELY. It helps better than anything I&#039;ve tried including narcotic pain medicines. I&#039;ve had fibromyalgia for 6 years now and Lyrica is by far the best option for fibro pain. I take 200mg twice daily and 100mg once daily. (It really helps me to take 20mg of Flexeril at bedtime too but build a tolerance first). The combination sets me up for a pain-free day. When starting Lyrica, it does cause a feeling of imbalance, weight gain, and water retention but after about a week or two the side effects go away. I am so grateful for Lyrica. It has improved my quality of life exponentially and I don&#039;t feel all doped up as the narcotics make me feel. THANK GOD FOR LYRICA!""","Pregabalin Pregabalin, marketed under the brand name Lyrica among others, is a medication used to treat epilepsy, neuropathic pain, fibromyalgia, restless leg syndrome, and generalized anxiety disorder. Its use in epilepsy is as an add-on therapy for partial seizures. When used before surgery, it reduces pain but results in greater sedation and visual disturbances. It is taken by mouth.Common side effects include headache, dizziness, sleepiness, confusion, trouble with memory, poor coordination, dry mouth, problem with vision, and weight gain. Serious side effects may include angioedema, drug misuse, and an increased suicide risk. When pregabalin is taken at high doses over a long period of time, addiction may occur, but if taken at usual doses the risk is low. Use during pregnancy or breastfeeding is of unclear safety. Pregabalin is a gabapentinoid and acts by inhibiting certain calcium channels.Pregabalin was approved for medical use in the United States in 2004. It was developed as a successor to gabapentin. It is available as a generic medication in a number of countries, including the United States as of 2019. In the US the wholesale cost is about US$11 per month as of October 2019. While in the United Kingdom a similar dose costs the NHS about Â£6 as of 2018. In 2017, it was the 72nd most prescribed medication in the United States with more than 11 million prescriptions. In the US, Pregabalin is a Schedule V controlled substance under the Controlled Substances Act of 1970. It is a Class C controlled substance in the UK.",1,test
"Levonorgestrel Emergency Contraception ""Ladies, please relax. It will work! I had unprotected sex on nov. 6th. Boyfriend pulled out but still wanted to be sure so I took the pill about 7 hours later. The next day I started feeling dizzy &amp; nauseous. Few days later, I had spotting that lasted for 3 days. It was too light for it to be a period so I assumed it was &quot;withdrawal bleeding&quot; from the pill. My anxiety was through the roof &amp; all I did was read these reviews, freaking myself out. But! I was in class today (Dec 10th) &amp; it came! It was a few days late, my period was suppose to come Dec. 1st. I never been so happy to see blood! I&#039;m 19 &amp; definitely not ready for a baby! Good luck everyone!!!""","Levonorgestrel Levonorgestrel is a hormonal medication which is used in a number of birth control methods. As an emergency birth control, sold under the brand name Plan B among others, it is useful within 120 hours of unprotected sex. The more time that has passed since sex, the less effective the medication becomes, and it does not work after pregnancy (implantation) has occurred. It decreases the chances of pregnancy by 57 to 93%. It is also combined with an estrogen to make combination birth control pills. In an intrauterine device (IUD), such as Mirena among others, it is effective for the long-term prevention of pregnancy. An implantable form of levonorgestrel is also available in some countries.Common side effects include nausea, breast tenderness, headaches, and increased, decreased, or irregular menstrual bleeding. When used as an emergency contraceptive, if pregnancy occurs, there is no evidence that its use harms the baby. It is safe to use during breastfeeding. Birth control that contains levonorgestrel will not change the risk of sexually transmitted infections. It is a progestin and has effects similar to those of the hormone progesterone. It works primarily by preventing ovulation and closing off the cervix to prevent the passage of sperm.Levonorgestrel was patented in 1960 and introduced for medical use together with ethinylestradiol in 1970. It is on the World Health Organization's List of Essential Medicines, the safest and most effective medicines needed in a health system. It is available as a generic medication. The wholesale cost in the developing world is between $0.23 and $1.65 US for the dose required for emergency birth control. In the United States it is over the counter for all ages. In 2016 it was the 223rd most prescribed medication in the United States with more than 2 million prescriptions.",1,test
"Etonogestrel Birth Control ""The WORST birth control ever I&#039;ve had it for almost a year and is scheduled on Monday 07/17/17 to have it taken out it was okay first, but now I have HORRIBLE headaches and sometimes bad chest pains, bad depression, weight gain, and the WORST anxiety , and terrible acne, I wouldn&#039;t recommend this birth control to anybody ""","Etonogestrel Etonogestrel is a progestin medication which is used as a means of birth control for women. It is available alone as an implant placed under the skin of the upper arm under the brand names Nexplanon and Implanon and in combination with ethinylestradiol, an estrogen, as a vaginal ring under the brand names NuvaRing and Circlet. Etonogestrel is effective as a means of birth control within 8 hours of insertion.Side effects of etonogestrel include menstrual irregularities, headaches, vaginitis, breast tenderness, mood changes, abdominal pain, pharyngitis, acne, and others. Etonogestrel is a progestin, or a synthetic progestogen, and hence is an agonist of the progesterone receptor, the biological target of progestogens like progesterone. It has very weak androgenic and glucocorticoid activity and no other important hormonal activity.Etonogestrel was patented in 1972 and introduced for medical use in 1998. It became available in the United States in 2006. Etonogestrel is sometimes referred to as a ""third-generation"" progestin. It is marketed throughout the world. A closely related and more widely known and used progestin, desogestrel, is a prodrug of etonogestrel in the body.",1,test
"Gabapentin Bipolar Disorde ""Psychiatric nurse decided to change antidepressant (trazodone).  Caused psychotic episode.  Hospitalized and psychiatrist decided not to put me back on antidepressant (Lexapro) that I was taking before trazodone.  Bad move.  They put me on gabapentin for several months.  Angry most of the time.  Irritable.  Unhappy.  Finally getting off gabapentin.  Didn&#039;t help mood (made it worse), didn&#039;t help anxiety (I had to take more Ativan).  The use of gabapentin was off label and a very bad idea.  ""","Gabapentin Gabapentin, sold under the brand name Neurontin among others, is an anticonvulsant medication used to treat partial seizures, neuropathic pain, hot flashes, and restless legs syndrome. It is recommended as one of a number of first-line medications for the treatment of neuropathic pain caused by diabetic neuropathy, postherpetic neuralgia, and central neuropathic pain. About 15% of those given gabapentin for diabetic neuropathy or postherpetic neuralgia have a measurable benefit. Gabapentin is taken by mouth.Common side effects include sleepiness and dizziness. Serious side effects include an increased risk of suicide, aggressive behavior, and drug reactions. It is unclear if it is safe during pregnancy or breastfeeding. Lower doses are recommended in those with kidney disease associated with a low kidney function. Gabapentin is a gabapentinoid. It has a molecular structure similar to that of the neurotransmitter Î³-aminobutyric acid (GABA) and acts by inhibiting certain calcium channels.Gabapentin was first approved for use in 1993. It has been available as a generic medication in the United States since 2004. The wholesale price in the developing world as of 2015 was about US$10.80 per month; in the United States, it was US$100 to US$200. In 2017, it was the eleventh most commonly prescribed medication in the United States, with more than 46 million prescriptions. During the 1990s, Parke-Davis, a subsidiary of Pfizer, began using a number of illegal techniques to encourage physicians in the United States to use gabapentin for unapproved uses. They have paid out millions of dollars to settle lawsuits regarding these activities.",1,test
"Nexplanon Birth Control ""I&#039;ve been on the Nexplanon for almost 2 years now. There has not been one month where I have gone a full week without having my period. These last two months I have had my period consistantly, cramping, weight gain, sharp pain at injection site, and increased amounts of ovarian cysts. I will never use this implant again and will be sticking to the pill.""","Etonogestrel_birth_control_implant Etonogestrel birth control implant, sold under the brand name Nexplanon among others, is a device made up of a single rod containing etonogestrel which is used for birth control. It is one of the most effective forms of birth control with a one-year failure rate around 0.05%. It lasts at least three or four years with some data showing effectiveness for five years. The device is placed under the skin. Following removal fertility quickly returns.Common side effects include menstrual changes including irregular bleeding, with approximately one third of women reporting no menstrual periods.  It is not recommended in people with liver disease. The etonogestrel implant is a type of long-acting reversible birth control. It works by stopping ovulation, thickening the mucus around the opening of the cervix, and altering the lining of the uterus.Etonogestrel implants were approved for medical use in Indonesia in 1998 and in the United States in 2006. It is on the World Health Organization's List of Essential Medicines, the safest and most effective medicines needed in a health system. It is available as a generic medication. The wholesale cost in the developing world is about 8.93 to 13.29 USD. In the United Kingdom the device costs the NHS about 83.43 pounds. The cost in the United States is about 625.00 USD. Etonogestrel implants are approved in more than 90 countries and used by about three million women globally as of 2010.",1,test
"Nexplanon Birth Control ""This is awful. I&#039;ve been on this for two years. Every thing was ok the first couple months but then it caused severe depression and I mean full blown suicidal thoughts on a daily basis for honestly no reason at all. No huge life changes just same old same old when the depression started. Also the bleeding, my God, the bleeding is endless. I can&#039;t with 100% accuracy say it&#039;s effective because of the zero desire to even have sex, which could be because of the endless bleeding.  I went from very sexually active to nothing almost immediately after having it put in. I&#039;m having it taken out early and DO NOT recommend this to anybody!!! There&#039;s got to be something better out there.""","Etonogestrel_birth_control_implant Etonogestrel birth control implant, sold under the brand name Nexplanon among others, is a device made up of a single rod containing etonogestrel which is used for birth control. It is one of the most effective forms of birth control with a one-year failure rate around 0.05%. It lasts at least three or four years with some data showing effectiveness for five years. The device is placed under the skin. Following removal fertility quickly returns.Common side effects include menstrual changes including irregular bleeding, with approximately one third of women reporting no menstrual periods.  It is not recommended in people with liver disease. The etonogestrel implant is a type of long-acting reversible birth control. It works by stopping ovulation, thickening the mucus around the opening of the cervix, and altering the lining of the uterus.Etonogestrel implants were approved for medical use in Indonesia in 1998 and in the United States in 2006. It is on the World Health Organization's List of Essential Medicines, the safest and most effective medicines needed in a health system. It is available as a generic medication. The wholesale cost in the developing world is about 8.93 to 13.29 USD. In the United Kingdom the device costs the NHS about 83.43 pounds. The cost in the United States is about 625.00 USD. Etonogestrel implants are approved in more than 90 countries and used by about three million women globally as of 2010.",1,test
"Pantoprazole GERD ""I&#039;ve had moderate to severe GERD for 10+ years; last med I was on was Lansoprolzale for 5+ years.  Recently, I was switched to Pantaprozale Sodium 40 mg a day; have taken it for less than a week and it&#039;s been hell since the first day I took it. Have had sweats and the worst joint and muscle pains and cramps, and ulcers in my mouth along with a sore throat. At the NP&#039;s advice who prescribed it I also take Magnesium.  I&#039;m stopping this med today and hope these side effects go away soon.""","Pantoprazole Pantoprazole, sold under the brand name Protonix among others, is a medication used for the treatment of stomach ulcers, short-term treatment of erosive esophagitis due to gastroesophageal reflux disease (GERD), maintenance of healing of erosive esophagitis, and pathological hypersecretory conditions including Zollingerâ_x0080__x0093_Ellison syndrome. It may also be used along with other medications to eliminate Helicobacter pylori. Effectiveness is similar to other proton pump inhibitors (PPIs). It is available by mouth and by injection into a vein.Common side effects include headaches, diarrhea, vomiting, abdominal pain, and joint pain. More serious side effects may include severe allergic reactions, a type of chronic inflammation known as atrophic gastritis, Clostridium difficile colitis, low magnesium, and vitamin B12 deficiency. Use in pregnancy appears to be safe. Pantoprazole is a proton pump inhibitor that decreases gastric acid secretion. It works by inactivating (H+/K+)-ATPase function in the stomach.Study of pantoprazole began in 1985, and it came into medical use in Germany in 1994. It is available as a generic medication.  As of 2018, the wholesale cost of the pills in the United States is less than US$0.10 per dose. In the United Kingdom, this amount costs less than 0.05 pounds, while the intravenous formulation costs about five pounds per dose. In 2017, it was the 19th most commonly prescribed medication in the United States, with more than 27 million prescriptions.",1,test
"Topamax Migraine Prevention ""I have been taking Topamax 50 mg. 2 X daily for over a year now and found that it has helped me alot with a few exceptions.  They are weight loss, kidney stones, tingling in hands &amp; feet &amp; frequent urination.  I found that other medications din&#039;t help (Depakote).  I also take this with Inderal(B/P Med) and Catapres TTS Patch(B/P Med) cause I also suffer high Blood Pressure and these two medications also are good migraine fighting meds.  I do recommend the Topamx.""","Topiramate Topiramate, sold under the brand name Topamax among others, is a medication used to treat epilepsy and prevent migraines. It has also been used in alcohol dependence. For epilepsy this includes treatment for generalized or focal seizures. It is taken by mouth.Common side effects include tingling, loss of appetite, feeling tired, abdominal pain, hair loss, and trouble concentrating. Serious side effects may include suicide, increased ammonia levels resulting in encephalopathy, and kidney stones. Use in pregnancy may result in harm to the baby and use during breastfeeding is not recommended. How it works is unclear.Topiramate was approved for medical use in the United States in 1996. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about Â£1.40 per month as of 2019. In the United States, the wholesale cost of this amount is about US$4.00. In 2017, it was the 77th most commonly prescribed medication in the United States, with more than ten million prescriptions.",1,test
"Plan B Emergency Contraception ""It works. 
I had unprotected sex.. No condom no birth control nothing at all (the guy said he would pull out).. And according to my period calendar I was suppose to ovulate in 3 days! I was incredibly worried because I am leaving for college in a month and having a baby right now  would ruin all my plans. I took plan b less than 12 hours later after having sex and I will say this it&#039;s worth all the side effects if it means not getting pregnant! I got my period a little over a week early (menstral changes are a side effect) Please do not worry I was on this website too looking at all the reviews getting anxious thinking that I would be the 5% the pill wouldn&#039;t work on but it does the best thing to do is relax and wait.""","Plan_B Plan B typically refers to a contingency plan, a plan devised for an outcome other than in the expected plan.
Plan B  may also refer to:

Plan B, a brand name of levonorgestrel, an emergency contraception drug",1,test
"Azithromycin Chlamydia Infection ""I took 4 500mg at one but I was feel alright before I took a bath then about 20min after that my stomach start it hurting bad and I had to go the bathroom, I had diarrhea and I felt light headed and than I start throw up but after about 10min of that I&#039;m fine now.""","Azithromycin Azithromycin is an antibiotic used for the treatment of a number of bacterial infections. This includes middle ear infections, strep throat, pneumonia, traveler's diarrhea, and certain other intestinal infections. It can also be used for a number of sexually transmitted infections, including chlamydia and gonorrhea infections. Along with other medications, it may also be used for malaria. It can be taken by mouth or intravenously with doses once per day.Common side effects include nausea, vomiting, diarrhea and upset stomach. An allergic reaction, such as anaphylaxis, QT prolongation, or a type of diarrhea caused by Clostridium difficile is possible. No harm has been found with its use during pregnancy. Its safety during breastfeeding is not confirmed, but it is likely safe. Azithromycin is an azalide, a type of macrolide antibiotic. It works by decreasing the production of protein, thereby stopping bacterial growth.Azithromycin was discovered 1980 by Pliva and approved for medical use in 1988. It is on the World Health Organization's List of Essential Medicines, the safest and most effective medicines needed in a health system. The World Health Organization classifies it as critically important for human medicine. It is available as a generic medication and is sold under many trade names worldwide. The wholesale cost in the developing world is about US$0.18 to US$2.98 per dose. In the United States, it is about US$4 for a course of treatment as of 2018. In 2017, it was the 57th most commonly prescribed medication in the United States, with more than twelve million prescriptions.",1,test
"Lorazepam Anxiety ""I&#039;ve been taking Cipralex 20mg in the morning and 15mg Remeron at night and would take from 0.5mg to 1mg of lorazapam in the morning as this is when my anxiety is worst. Since my anxiety was not improving, I decided to get off the Remeron to reduce the Seratonin. Remeron was great for helping me sleep but the withdrawal was awful. I decided to use lorazapam to help me sleep which worked well for a while. Without the Remeron my morning anxiety became better and I started to have better days. This only lasted about a week. Pretty soon I was having sleeping problems and the lorazapam didn&#039;t help my daily anxiety either and in fact at times I felt worse. This is the downfall of lorazapam. You build up a tolerance and have to increase the dose.""","Lorazepam Lorazepam, sold under the brand name Ativan among others, is a benzodiazepine medication. It is used to treat anxiety disorders, trouble sleeping, active seizures including status epilepticus, alcohol withdrawal, and chemotherapy-induced nausea and vomiting. It is also used during surgery to interfere with memory formation and to sedate those who are being mechanically ventilated. While it can be used for severe agitation, midazolam is usually preferred. It is also used, along with other treatments, for acute coronary syndrome due to cocaine use. It can be given by mouth or as an injection into a muscle or vein. When given by injection onset of effects is between one and thirty minutes and effects last for up to a day.Common side effects include weakness, sleepiness, low blood pressure, and a decreased effort to breathe. When given intravenously the person should be closely monitored. Among those who are depressed there may be an increased risk of suicide. With long-term use, larger doses may be required for the same effect. Physical dependence and psychological dependence may also occur. If stopped suddenly after long-term use, benzodiazepine withdrawal syndrome may occur. Older people more often develop adverse effects. In this age group lorazepam is associated with falls and hip fractures. Due to these concerns, lorazepam use is generally only recommended for up to two to four weeks.Lorazepam was initially patented in 1963 and went on sale in the United States in 1977. It is on the World Health Organization's List of Essential Medicines. It is available as a generic medication. The wholesale cost in the developing world of 1 mg dose by mouth is about US$0.02 to US$0.21 as of 2015. This amount in the United Kingdom costs the NHS about Â£0.14. In the United States, as of 2015, a typical month's supply is less than US$25. In 2017, it was the 60th most commonly prescribed medication in the United States, with more than twelve million prescriptions.",1,test
"Macrobid Urinary Tract Infection ""Macrobid take 1 capsule 2x daily for 7 days.
I am on day 3, my symptoms of urgent urination with little results, are slowly going away. I still feel very uncomfortable especially in my back. I am noticing an increase of discharge and itchiness with my vagina. Yes, my urine is neon colored, too. Overall, I feel better day by day, I wish this drug would work faster!""","Nitrofurantoin Nitrofurantoin, sold under the brand name Macrobid among others, is an antibiotic medication used to treat bladder infections, but is not as effective for kidney infections. It is taken by mouth.Common side effects include nausea, loss of appetite, diarrhea, and headaches. Rarely numbness, lung problems, or liver problems may occur. It should not be used in people with kidney problems. While it appears to be generally safe during pregnancy it should not be used near delivery. While it usually works by slowing bacterial growth, it may result in bacterial death at the high concentrations found in urine.Nitrofurantoin was first sold in 1953. It is on the World Health Organization's List of Essential Medicines, the safest and most effective medicines needed in a health system. It is available as a generic medication. The wholesale cost in the developing world is between US$0.10 and US$9.20 for a course of treatment. In the United States, the wholesale cost is about US$8 for a course of treatment as of 2018. In 2017, it was the 185th most commonly prescribed medication in the United States, with more than three million prescriptions.",1,test
"Finasteride Benign Prostatic Hyperplasia ""I was previously on Tamsulosin and this worked well but i had side effects, dizziness, fatigue , red faced when doing anything physical, also palpitations.

change to Finasteride  it has not helped with urine flow  and i am getting up 2 to 3 times a night, becoming very depressed, short tempered  and fatigued .also tingling in fingers

i know it takes time to build in your system , ive been on this about 4 months, the Tamsulosin made a difference after  a month .

need to go back to the doctor...""","Finasteride Finasteride, sold under the brand names Proscar and Propecia among others, is a medication mainly used to treat an enlarged prostate or hair loss in men. It can also be used to treat excessive hair growth in women and as a part of hormone therapy for transgender women. It is taken by mouth.Side effects are rare. Some men experience sexual dysfunction, depression, and breast enlargement. In some men sexual dysfunction may persist after stopping the medication. It may also increase the risk of certain forms of prostate cancer. Finasteride is a 5Î±-reductase inhibitor, and therefore an antiandrogen. It works by decreasing the production of dihydrotestosterone (DHT) by about 70%, including in the prostate gland and the scalp.Finasteride was patented in 1984 and approved for medical use in 1992. It is available as a generic medication. A month supply in the United Kingdom costs the NHS about Â£0.89 per month as of 2019. In the United States the wholesale cost of this amount is about US$2.34. In 2017, it was the 86th most commonly prescribed medication in the United States, with more than nine million prescriptions.",1,test
