local_tuple,external_tuple,relevant
topics presents: human body from brain activity to muscular movement circulatory function to the skeletal system this award-winning suite includes 5 cd-roms that provide a complete guide tutorial and reference source on human anatomy and physiology. features the human 3d; ... 15.9,the human body in topics presents the human body you'll uncover the deepest mysteries and complexities of the human form in this complete introduction to anatomy and physiology. topics entertainment 19.99,1
enfocus software pp7.0-ug-001 - pitstop pro 7.0 upgr - 6.x or higher enfocus software pp7.0-ug-001 : enfocus software pitstop pro 7.0 upgr - 6.x or higher - pp7.0-ug-001 171.97,pitstop pro 7.0 upgr - 6.x or higher pitstop pro 7.0 upgr - 6.x or higher enfocus software 199,1
john deere: welcome to merriweather farm by bold games system requirements: mac: power mac g3 800mhz or faster processor with 128mb ram os x v10.1.5 or higher 350mb hard drive space cd-rom drive windows: windows® me/xp/2000 with a pentium® iii 800mhz processor and 128mb ram 350mb hard drive space cd-rom ... 21.99,john deere: welcome to merriweather farm kids will delight to see johnny tractor (j. t.) and his friends allie gator and corey combine who live work and play at merriweather farm. follow their adventures as they plow the fields take care of the farm animals and harvest crops. global software publishing 19.99,1
national geographic: forces of nature from lighting to locusts fires to floods increase your understanding of the planet's raw power with forces of nature on cd-rom. packed with a wealth of interactive multimedia features this software program is specifically designed to enlighten ... 12.9,national geographic presents: forces of nature with national geographic: forces of nature you'll understand what nature does to the world and how those forces affect the world around us. it's packed with hundreds of high-resolution full-screen videos and photos that educate you on every aspect of the earth's natural forces. topics entertainment 29.99,1
apple appleworks 6.2.9 (mac) key features: for mac share documents easily six core capabilities create presentations ... 79.99,appleworks 6.2.9 appleworks 6.2 gives you the tools of a professional artist and the convenience of the mac operating system! integrates seamlessly with quicktime to add animation and video clips to your online or digital documents stage a perfect presentation with 26 smooth slideshow transitions apple 79,1
sos aggregation company iaudioize - magnetic time 31.53,iaudioize - magnetic time for pc and mac sos aggregation 39.99,1
micromat techtool protege utility with 1gb firewire flash drive system requirements ppc g3 or better capable of booting from firewire mac os x 10.4 or greater dvd-rom drive firewire port 512 megabytes ram or higher 219.99,micromat techtool protege with firewire device techtool protege gives you the tools you need to repair your mac! this pocket-sized toolbox for mac users comes with all the software tools a professional needs. when a mac malfunctions or dies repairing it means carrying a load of utilities and boot cds external hard drives. not anymore! this tiny firewire-based device holds 1gb of memory and comes complete with the latest version of mac os x -- plus all the basic utilities for troubleshooting and repairing a macintosh. includes techtool protege firewire flash drive. micromat 0,1
encore software 10149 - chicken hunter license to grill (win 98 me 2000 xp) encore software 10149 : chickens and farm friends? start you engines! pick your favorite character race against time or against any of 7 crazy critters to get the checkered flag. system requirements: windows 98se/me/2000 sp4/xp sp1* pentium iii ... 7.69,chicken hunter: license to grill - the great poultry race in chicken hunter: license to grill you're on a mission -- to win the peppy poultry race called the barnyard 500. with 8 different courses and 3 power classes this is no ordinary race. barnyard hijinks run amuck as all sorts of zany antics go full swing to try to win the prize. encore 9.99,1
global software a2960jcw - sudoku puzzle addict: unlimited edition - win 98 me 2000 xp global software a2960jcw : millions of people buy newspapers for the daily sudoku puzzle a new addictive ritual as necessary a routine as that morning jolt of coffee! this program is chocked full of more than 20000 sudoku puzzles 8.79,sudoku puzzle addict: unlimited edition sudoku puzzle addict: unlimited edition (win 98 me 2000 xp) global software publ na 0,1
aquarium 3-in-one limited edition (win 95 98 me 2000 xp/mac 10.1 or higher) an amazing collection so vibrant and realistic you won t believe your eyes! experience the 1 selling screensaver of all time marine aquarium plus goldfish aquarium and sharks. gorgeous details have gone into creating the high-resolution 3d fish ... 19.95,aquarium 3-in-one collection (win/mac) so vibrant and realistic you won&rsquo;t believe your eyes!&nbsp;product informationexperience the 1 selling screensaver of all time marine aquarium plusgoldfish aquarium and sharks.&nbsp; gorgeous details have gone into creating thehigh-resolution 3d fi encore software 19.99,1
encore software 10374 - encore professor fuji's sudoku deluxe - complete product - educational game - 1 user(s) - complete product - standard - pc encore software 10374 : puzzle fanatics! get ready for your next mission: sudoku! fill in the empty cells one number in each so each column row and region contains the numbers 1 through 9 exactly once. sounds easy right... wrong. specifications ... 17.97,professor fujis sudoku deluxe by encore - marketing information: puzzle fanatics! get ready for your next mission: sudoku! fill in the empty cells one number in each so each column row and region contains the numbers 1 through 9 exactly once. sounds easy right... wrong. product information - software sub type: educational game - software name: professor fujiandquot;s sudoku deluxe - complete product - features and benefits: - 100 000 hand crafted puzzles - 16 different grid themes - 3 levels of play - pausable timer - fully integrated puzzle solver solves all grids - export puzzle and answers as a jpeg for emailing to friends - play with letters numbers or colors - printable puzzles - cheat mode - bosskey to hide your games! - game rating: esrb - e - (everyone) - platform support: pc license information - license type: complete product - license pricing: standard - license quantity: 1 user encore software 19.99,1
sony vegas 6 video editing software professional editing software vegas 6 video editing software - hd video and audio production software installation cd-rom only; does not include box or manuals. computers & solutions>computer media solutions>professional editing software sony sony sv 6000 dvd 855309834869 vegas ... 99,sony vegas 6 vegas 6 combines real-time sd dv and hdv video editing with powerful audio tools for producing the high-quality results a professional would expect. this all-in-one environment mixes high-definition and high-fidelity for creative thinkers and editing professionals. the software delivers tremendous power incredible speed and maximum productivity in an uncomplicated efficient platform. over 30 customizable real-time audio effects including eq reverb delay and more new vst plug-in effects support -- expand your audio processing and mixing options new project nesting adds a vegas project to the timeline -- edit and apply effects sony pictures digital entertainment 599.95,1
sony vegas 6 video editing software professional editing software vegas 6 video editing software - hd video and audio production software installation cd-rom only; does not include box or manuals. computers & solutions>computer media solutions>professional editing software sony sony sv 6000 dvd 855309834869 vegas ... 99,vegas 6 for pc sony media software vegas 6 sony pictures home entertainment 599.99,1
encore software 10669 - hoyle backgammon - win 98 me 2000 xp encore software 10669 : hoyle the 1 best selling game authority revives yet another classic board game. hoyle backgammon is great for players of all levels! system requirements: windows 98se/me/2000 sp4/xp (home and pro) sp1¹ pentium ii 233mhz ... 7.69,hoyle backgammon jc hoyle backgammon is great for players of all levels! tired of playing plain old backgammon? dive into a challenging game of backgammon and play as if you are back in the feudal era! simulating the setting of a medieval environment hoyle backgammon allows you to escape into a magical world of 16th century opponents so you build strategy & skill as you work your way through the different levels of this 5 star game - just don't get ?hit!? 10 user-selectable character opponents multiple sound/music options minimum system requirements - windows 98se/me/2000 sp4/xp (home and pro) sp1 pentiumii 233mhz 32mb ram (128mb for xp) 20mb hard disk space 4x cd-rom 8mb video ram encore 7.99,1
microsoft excel 2007 (pc) key features: better spreadsheets spreadsheet analysis share information effectively manage info ... 229.95,microsoft office excel 2007 analyze share and manage information more effectively with microsoft office excel 2007 the latest version of the most widely-used spreadsheet tool. featuring new spreadsheets that hold more data than ever before this software gives you the freedom to import organize and explore massive data sets quickly and easily and the advanced analysis tools help you make the right decisions for any situation. whether you need to create a table or write a formula excel 2007's new user interface keeps things simple and straightforward. quick table formatting and a completely redesigned charting engine that will help you better communicate your analysis in stunning charts. view larger. user-friendly operation excel 2007 helps reduce the time and frustration of learning new software with menus and commands that present the right tools when you need them. the improved help system provides tooltips and links to relevant information in microsoft office system programs or on the internet when connected. get started easily by using online tutorials with step-by-step instructions or by using some of the new out-of-the-box templates. keep your documents and sensitive information safe and secure by detecting and remove unwanted comments hidden text or personally identifiable information in your documents using the document inspector. use the data connection library to import external information and then explore this data with office excel 2007 view larger. office excel 2007 helps you analyze information by improving pivottable view creation and conditional formatting and providing full support for sql server 2005 analysis services. view larger. with the new user interface you can immediately view the most important cell-editing formatting and navigation tools. view larger. powerful productivity tools excel 2007's new results-oriented user interface to make powerful productivity tools easily accessible. it also offers more room for you to work in and delivers faster performance. based on the job you need to accomplish whether it is creating a table or writing a formula excel 2007 presents the appropriate commands to you within the new user interface. versatile options for optimum results excel 2007 gives you the option of displaying a spreadsheet dynamically as html for easier online access and excel services users can navigate sort filter input parameters and interact with pivottable views--all within a web browser. you can also publish business-critical spreadsheets to office sharepoint server 2007 and set controls over which users can view and modify spreadsheets on the server. if you want to build a custom report from an online analytical processing (olap) database the data connection library makes it a snap to connect to external sources of data. increased spreadsheet row and column capacity excel 2007 offers an increased spreadsheet row and column capacity of one million rows by 16 000 columns that enables you to import and work with massive amounts of data and achieve faster calculation performance with support for dual or multicore processors. quickly format cells and tables exactly as you want them by using cell styles and table styles galleries. tables also include autofilters while column headers stay in view when you scroll through the data so you can keep better manage data. for added convenience autofilters populate and expand any table automatically. formula authoring options to help streamline the formula authoring process excel 2007 offers a resizable formula bar and context-based formula autocomplete. you can also refer to named ranges and tables within formulas and functions. office excel 2007 and excel services provide the means to share and interact with spreadsheets in a web browser. view larger. professional-looking charts excel 2007 helps you create professional-looking charts with dramatic visual effects in just a few clicks quick table formatting and a completely redesigned charting engine that will help you better communicate your analysis. by using predefined chart layouts and chart styles or manually formatting each component (such as axes titles and other chart labels) you'll save time and increase productivity. and to make sure your charts really stand out take advantage of stunning effects such as 3-d soft shadowing and anti-aliasing to help identify key data trends and create more compelling graphical summaries. page layout view lets you see exactly how your spreadsheet will print and direct visual feedback where the page will truncate gives you the help you need to properly adjust page margins. for seamless interaction between different software applications the excel charting engine is consistent in the 2007 versions of word and powerpoint. improved spreadsheet analysis new data analysis and visualization tools help you analyze information spot trends and access your company information more easily. use conditional formatting with rich data visualization schemes to discover and illustrate important trends and highlight exceptions in your data with colored gradients (heat maps) data bars and icons. when it comes to sorting and filtering two of the most important types of basic analysis that you can do with data excel 2007 offers new tools such as multiselect in autofilters sort or filter by color and quick filters for specific data types. you can also create a pivottable or pivotchart view more easily by using data fields to reorient data quickly to summarize and find the answers you need--simply drag the fields to where you want them to display. additionally full support for microsoft sql server 2005 analysis services enables you to query your most current business data. new excel xml format reduce the file sizes of spreadsheets and improve their interoperability with other data sources by using the new excel xml format. this option enables a more efficient exchange of information and helps keep your business running smoothly. share spreadsheets and business information excel 2007 makes sharing spreadsheets and business information easier than ever before thanks to integration with excel services and the new excel xml format. excel services renders an excel spreadsheet as html so others can access the information within a web browser. other options include creating business dashboards from spreadsheets to share within a portal and tracking the key performance indicators of your business using browser-based dashboards that can be created from excel spreadsheets excel web access and office sharepoint server 2007. you can also enjoy the flexibility of saving files as xps or pdf (with the installation of an add-in) for easier sharing. effectively manage sensitive information excel 2007 and excel services enable you to manage and control spreadsheets on a server to help protect important business information and ensure that people are working with the most current data. centrally manage sensitive information by publishing spreadsheets to sharepoint server 2007. this both helps ensure that the members of your organization are working with the most current business information and prevents the spread of multiple versions of the same file. for added peace of mind you can protect confidential business information while helping to ensure people can view the data they need with report management features. using office sharepoint server 2007 your organization's it staff can set up and manage data connection libraries that enable people to more safely connect to external data sources without assistance. for added flexibility you can also use the excel services web services application programming interface (api) to integrate server calculation of excel files into other applications. microsoft 229.95,1
absolute software - lfl-n2-48 - computrace lojack for laptops - 4 year license computrace lojack for laptops is a software-enabled recovery service that allows law enforcement to recover stolen laptops. if your laptop is stolen and isn't recovered within 30 days we will refund your purchase of lojack for laptops. 105.68,computrace lojack for laptops - 4 year subscription with computrace lojack for laptops you'll be able to track a stolen laptop anywhere! every 53 seconds a laptop is stolen - this recovery service enables law enforcement to recover stolen laptops the minute thieves go online. you'll have information on your laptop's wherabouts as soon as it goes missing. protect your computer today with lojack for laptops. absolute software 119.99,1
adobe cs3 web standard system requirements powerpc g4 or g5 or intel core processor mac os x v10.4.8 java runtime environment 1.5 1gb ram 4.5gb free hard-disk space (additional space required during installation) 1024 x 768 display resolution with 16-bit video card ... 1035.99,adobe creative suite cs3 web standard [mac] adobe creative suite 3 web standard software is the basic toolkit for web designers and developers. it offers all-new versions of fundamental tools for creating and maintaining interactive websites applications and mobile device content. prototype your projects design assets and build and maintain professional web experiences. flash cs3 professional for interactive design dreamweaver cs3 for web design and development acrobat 8 professional for adobe pdf workflows build your prototype with adobe fireworks cs3 streamline web design development and maintenance adobe creative suite 3 web standard software is the basic toolkit for web designers and developers. it offers all-new versions of fundamental tools for creating and maintaining interactive websites applications and mobile device content. prototype your projects design assets and build and maintain professional web experiences. get the fundamental tools move from concept to completion with adobe creative suite 3 web standard software. design assets and build your prototype with adobe fireworks cs3 software. bring your project to life with adobe dreamweaver cs3 and adobe flash cs3 professional the preferred web design and development tools. easily maintain the final project and integrate user-generated content with adobe contribute cs3. creative suite 3 web standard combines the fundamental web tools all in one place. discover intelligent integration take advantage of tight integration between your core tools so you can forget the software and focus on the project. roundtrip editing between adobe fireworks cs3 flash cs3 and dreamweaver cs3 ensures a fluid workspace that makes it easy to move and modify assets. improved css support allows you to start your css in fireworks and easily transition to dreamweaver. dreamweaver and contribute offer improved rendering compatibility as well as new flv tools that accelerate video integration. enjoy the latest workflows use the integrated tools in creative suite 3 web standard to refine your current skill set while expanding into exciting new techniques and technologies. catch the wave of online video with sophisticated web video tools or explore new opportunities in mobile content design. reach into development with the spry framework for ajax and new actionscript 3.0 language for flash. with creative suite 3 web standard the future is yours. visually manage assets in adobe bridge test mobile designs in adobe device central coordinate with team members using adobe version cue host real-time web-based meetings with adobe acrobat connect top new features of adobe creative suite 3 latest versions of the best tools get the newest releases of the industry's favorite tools for web design and development. adobe creative suite 3 web standard software offers innovative new features and advanced integration across adobe dreamweaver cs3 adobe flash cs3 professional adobe fireworks cs3 and adobe contribute cs3 software. high-productivity tools turbo-charge the web design and development process. roundtrip editing between fireworks flash and dreamweaver enables speedy prototyping graphics creation and optimization. move css layouts from fireworks to dreamweaver. use contribute with dreamweaver for controlled user-based web maintenance. emerging technologies prepare for the next generation of web technology while applying best practices. create dynamic user interfaces with css and ajax add flash video incorporate new standards-based user elements and support user-generated content for dynamic experiences. creative flexibility flow through the design process quickly with new flash creative tools such as the pen tool for better control shape primitives for easily creating unique shapes and new filter effects. use advanced video exporting and encoding to create high-quality video experiences. actionscript 3.0 development go farther with actionscript 3.0 the high-performance object-oriented programming language for adobe flash player. convert animations to actionscript and explore a whole new world of customization using the rich language api libraries and expansive community support services. rapid prototyping mock up css designs in fireworks with speed and ease. a common library contains prebuilt easily accessible objects such as forms browser and os elements. apply reskinnable color weight and font elements. move designs into flash and dreamweaver or leverage an extensible api. easy web maintenance free yourself from simple web edits. with contribute cs3 enable individuals or workgroups to easily edit and publish content to websites and blogs from a controlled permissions-based application or from within microsoft applications. mobile content authoring use adobe device central cs3 to design develop preview and test content for a wide range of mobile and consumer devices. easily showcase your work in numerous mobile device skins through built-in and regularly updated device profiles. browser and platform compatibility ensure your experience is consistent across any operating system browser or platform using the new browser compatibility check in dreamweaver and the adobe css advisor website an invaluable source of user-contributed insight on css issues. macintosh or windows pick your platform. creative suite 3 web standard is available for mac os--including intel based macintosh computers--windows xp and windows vista. design in your preferred platform and then deliver across platforms with consistent results. additional features powerful integration leverage integrated workflows that enable fast efficient exchange of assets so you move from design to delivery efficiently. roundtrip editing between fireworks flash and dreamweaver enables speedy prototyping graphics creation and optimization. import files from other adobe creative tools. professional interactive design discover the powerful expressive flash authoring environment. add life to graphics with acclaimed animation tools high-quality text rendering filters and other effects and the popular flash video tools complete with alpha channel support and batch rendering. latest technologies and standards keep pace with evolving technology and standards. design with css and xml; integrate with development environments like html xhtml xml adobe coldfusion asp asp.net jsp or php; test content across myriad browsers and operating systems; and prepare for the new internet protocol version 6 (ipv6). best practices easily apply best practices of web design and development. create consistent css-based designs with the css layout and visualization tools in dreamweaver. drag and drop an xml feed onto a web page. use the industry's first integrated tool for section 508 and wcag priority 2 checkpoints. produce for today and tomorrow whether you're updating a website to support the latest standards and technologies integrating interactive video migrating to css-based designs conforming to accessibility governances or experimenting with mobile content development creative suite 3 web standard lets you get it done today yet scales to support new web or device projects in the future. adobe creative suite 3: what's in each edition? adobe creative suite 3 editions design premium design standard web premium web standard production premium master collection adobe photoshop cs3 extended adobe photoshop cs3 adobe illustrator cs3 adobe indesign cs3 adobe acrobat 8 professional adobe flash cs3 professional adobe dreamweaver cs3 adobe contribute cs3 adobe fireworks cs3 adobe after effects cs3 professional adobe premiere pro cs3 adobe soundbooth cs3 adobe encore cs3 adobe onlocation * adobe ultra cs3 * additional features and services in adobe creative suite 3 adobe bridge cs3 adobe version cue cs3 adobe device central cs3 adobe dynamic link adobe stock photos adobe acrobat connect * adobe ultra runs on microsoft windows only. for macintosh users adobe onlocation requires bootcamp and windows (purchased separately) or a separate windows-based computer. adobe 999,1
apple software m9953z/a remote desktop 2.2 10 client the 10-client version allows one administrator to manage up to 10 mac os x computers. apple remote desktop 2 delivers over 50 new features including vnc-compatible screen sharing remote shell scripts task lists and remote boot disk selection. ... apple software 294.99,apple remote desktop 2.2 10 client (old version) remote desktop 2.2 makes it easier than it's ever been to manage a network and install new software. with over 50 new features and countless enhancements you'll manage your network effcieintly without having to leave your office. state-of-the-art software distribution makes installing software a virtual walk in the park. distribute software configure systems offer real-time online help and create detailed hardware and software reports. extend a helping hand without leaving your desk with tools for the best technical assistance possible. use remote shell scripts to take the legwork out of your administrative tasks - shut down restart or sleep any mac in your network without getting up from your desk as well as lock screens or empty trash. if you're an administrator you'll know everything you need to know about your macs -- the available hard drive space network settings and software version even when they're offline. stores profiles for every mac whether it's on the network permanently or leaves regularly; tracks offline computers and updates their information for better managing of powerbooks and ibooks apple 299,1
symantec 11859201 be sys recovery 7.0 win sbs ed media cd m/l be sys recovery 7.0 win sbs ed media cd m/l 31.98,portfolio media kit be syst recovery 7.0 win small business ed be sys recovery 7.0 win sbs ed media cd m/l symantec 50,1
microsoft h22-00301 gov open sa project svr w9x nt gov open sa project svr w9x nt 1995.12,microsoft licenses project svr sa govt (h2200301) microsoft project server win32 english software assurance open license program local government microsoft licenses 3601.4,1
steinberg software cubase se 3.0 - educational edition midi sequencing vst system link rewire and 48 tracks of 24-bit 96k audio utilizing the latest 3.0sx engine. new interface and several midi and audio enhancments. (includes steinberg key.) 145.73,cubase se3 educational edition *to qualify for steinberg educational edition products customers must have a current student or faculty id card. after you place your order fax a copy of the id to (831) 477-1206 or email to id@steinbergupgrades(dot)com. music creation & production system cubase se3 offers a budget-priced music production system for composing recording editing and mixing your music. using professional audio technologies cubase se3 features a 32-bit floating point audio engine 24-bit/96 khz recording unlimited midi tracks and automatic plug-in compensation throughout the entire signal path. a plethora of audio and midi features powerful editors and a complete set of effect plug-ins round off the impressive feature set. and with cubase se3 youre using a system thats compatible with all current cubase products used in professional studios around the world. steinberg 0,1
microspot interiors (mac 10.2 or later) microspot interiors makes it possible for you to create 3d rooms and walkthroughs of your home.remodel your home or office without leaving your chair.try fresh paint wall paper or carpet with out going to the store.preview that alteration without ... 99.95,microspot interiors microspot ltd. 99.95,1
adobe cs3 after effects system requirements powerpc® g4 or g5 or multicore intel processor mac os x v.10.4.9 1gb of ram for dv; 2gb of ram for hdv and hd 500mb of available hard-disk space plus 2gb of space for optional content (additional free space required during ... 1025.99,adobe after effects cs3 bring your vision to life with blockbuster visual effects and compelling motion graphics in adobe after effects cs3 professional software. work with sophisticated tools and enjoy tight integration with adobe's leading design applications while you deliver stunning work to virtually any media type. design from scratch or jump-start projects from hundreds of fully customizable presets and templates--all from within a streamlined interface. an elaborate animation made up of multiple variations on a six-pointed star is easy to create; the repeater feature makes it possible to offset variations on a theme. all properties of the shape can also be keyframed. layer styles can transform the look of text with just a few clicks. here outer glow and a drop shadow add visual interest and dimension. styles can be toggled on and off even animated. just a few examples of what is possible with per-character 3d text. create motion graphics and visual effects with the industry standard take your inspiration to new heights: create beautiful sophisticated animations and effects more effectively than ever with adobe after effects cs3 professional. whether you design from scratch or jump-start projects from any of the hundreds of customizable templates and presets the latest version of after effects lets you exceed expectations with less effort. use innovative new features like shape layers the puppet tool brainstorm and clip notes to design animate and review with greater creative freedom. after effects is available as a standalone product or as a component of adobe creative suite 3 production premium and master collection software. eliminate rerendering and move easily between after effects adobe premiere pro cs3 and encore cs3 software using adobe dynamic link part of production premium. adobe creative suite 3 production premium is a complete digital video production solution in which adobe after effects cs3 provides the ability to generate animations and composites of all kinds from stylized motion graphics to realistic visual effects. adobe creative suite 3 master collection combines the powerful components of production premium with those of creative suite 3 design premium and web premium. whether you are a motion graphics designer visual effects artist video editor or a designer of rich media for the web adobe after effects cs3 professional lets you: innovate visually--unleash your creative vision with responsive controls and amazing effects. animate freely and with even more flexibility using new shape layers and the new puppet tool. use the new brainstorm interface to naturally evolve animation variations based on parameters you choose. maximize your time--deliver your best work on schedule. the intuitive interface in adobe after effects cs3 professional lets you accomplish even the most complex tasks faster while keeping you focused on your vision. enhanced multi-core and multi-processor support enables faster renders; powerful integration allows you to move quickly and efficiently between after effects and adobe photoshop cs3 extended adobe premiere pro cs3 adobe flash cs3 professional adobe illustrator cs3 and adobe encore cs3. design for tomorrow today--adobe after effects cs3 professional delivers on tomorrow's challenges today with flexible tools that anticipate the future of design and animation. work with tools that enable you to deliver professional results on virtually any type of media. create quicktime and flash video for the web and work with a wide range of formats from hdv to openexr h.264 and camera raw. ensure output quality for an array of supported mobile devices. after effects is available for intel and power pc mac or for microsoft windows xp and windows vistaª. add life to any shape or layer with the easy fun and addictive puppet tool. audience benefit motion graphics and visual effects professionals--as a professional in your field you need to meet tight deadlines for clients who demand the highest quality productions. adobe after effects cs3 professional helps you reach peak performance and realize your vision with the industry's leading compositing and animation tools for creating stunning motion graphics and visual effects. with improved performance and tight integration with other adobe applications you'll get there faster moving quickly and efficiently between after effects and adobe photoshop cs3 extended adobe premiere pro cs3 flash cs3 professional illustrator cs3 and encore cs3 while getting the best performance from your hardware. video editors and producers--when budgets are tight and clients are on a deadline adobe after effects cs3 professional offers an intuitive easy-to-learn interface along with powerful tools to enhance your production values. tight integration with adobe's other professional video applications means you can get great results quickly and when you need to jump-start projects without sacrificing quality you can use the new brainstorm feature or customize any of hundreds of timesaving professionally designed presets and templates. flash animators and graphic designers--work with state-of-art animation tools inside a familiar adobe interface and enjoy unprecedented integration with adobe flash as well as other adobe applications you already use including photoshop and illustrator. graphic designers can import photoshop and illustrator files with layers transparency and blend modes intact to bring still imagery to life. flash animators can import and output swf or flv files with alpha channels and cue points. brainstorm allows you to interactively create a wide range of animation possibilities very quickly and preview them instantly. new in adobe after effects cs3 professional shape layers easily create and animate vector graphics with new shape layers. add and animate strokes fills gradients and vector effects. you can convert text into shapes and animate them just like any other shape type. puppet tool this new fast and intuitive animation tool lets you squash and stretch images or text to bring it to life as an animated character. use motion sketch to record the position and speed of your puppet movements the starch tool to stiffen areas of the character and the overlap tool to control the depth of elements of your puppet. adobe photoshop cs3 extended integration enjoy a streamlined workflow with support for importing layered photoshop images that include video layers. sophisticated photoshop layer styles can be easily modified or animated within after effects. import vanishing point data from photoshop into after effects to build 3d compositions automatically. tight integration with adobe flash cs3 professional work more efficiently to create and edit flash animations. preserve vectors from animations created in after effects for lean and clean delivery and create flash video more easily. import swf files as vectors with alpha channels preserved and batch render flash videos with embedded cue points. per-character 3d text animation explore new text animation possibilities by making individual characters in your text--or an entire phrase--move and rotate in 3d space. brainstorm jump-start animations with brainstorm a new user interface that offers variations on selected design and animation parameters. choose which properties and effects you want to explore and brainstorm will propose animated variations. complete color management workflow enable color management simply by selecting a project working space. doing so helps ensure the color accuracy of imported files as they are displayed and rendered and allows you to preview how footage will look on other devices. adobe clip notes streamline the review and approval process. render your work into an adobe pdf file that enables anyone with adobe reader software to make timecode-accurate comments. when you import the comments into after effects they appear as markers on the timeline. enhanced performance harness your computer's processing power with new multicore and graphics acceleration plus disk caching so you can spend less time waiting and more time creating. distribute rendering across your entire network to maximize output performance. 3d compositions from vanishing point export vanishing point data from photoshop extended and then import into after effects to automatically build a 3d composition from the 2d photoshop image. a single shape layer containing a compound shape makes it possible to control what appear to be multiple shapes with a single set of controls. color management can benefit any artist who needs consistent color whether the target medium is feature film broadcast television a handheld device or all of these and more. clip notes ensures that everyone really is on the same page. preview mobile content with device central. additional features innovative compositing and animation tools create high-impact communications by combining moving imagery still images and graphics text and sound in 2d or 3d space and then animating virtually any aspect of each element. text and vector graphics creation and animation create text and vector graphics in after effects using familiar adobe tools and then animate these elements to create visually innovative new motion graphics. extensive visual effects manipulate moving and still images using hundreds of effects such as stylize distort shatter and time remapping. create grids radio waves 3d particles film grain fractal noise and more. timesaving toolsstart projects quickly with animation presets and behaviors when creating common animation elements such as animating text in and out creating synthetic backgrounds and more. use new brainstorm to quickly experiment and refine designs using parameters you define. learn fast with tool tips and training resources in the box and on the web and streamline your review process with clip notes to create and import comments. comprehensive masking and keying tools control which portions of a layer are visible by importing manipulating and animating masks; flexible auto-tracing options and rotobezier masks make it easy to get precise results. key bluescreen and greenscreen mattes with the academy award-winning keylight and a host of supporting tools. powerful motion controls animate graphics and text using the puppet tool. apply motion blur to produce more realistic animations or use timewarp to slow down and speed up footage. precisely match the motion of source footage using motion tracker and get the look of a locked-off shot using motion stabilizer. enhanced performance harness your computer's processing power with new multicore and graphics acceleration plus disk caching so you can spend less time waiting and more time creating. distribute rendering across your entire network to maximize output performance. professional results for every media type compatibility with an extensive list of output formats lets you produce animated content for virtually any media from the web and mobile devices to film and broadcast. plus after effects cs3 professional introduces color management tools to help make the color-correction process more predictable and preserve color fidelity. high-fidelity color use standard color management tools with enhancements for film and video workflows. 32-bit 2d and 3d compositing and animation create high-impact communications by combining moving imagery graphics text and sound in 2d or 3d space and then animating virtually any aspect of each element. freely work with high dynamic range imagery in a color-managed workflow. per-character 3d text animation explore new text animation possibilities by making individual characters in your text--or an entire phrase--move and rotate in 3d space. complete color management workflow enable color management simply by selecting a project working space. doing so helps ensure the color accuracy of imported files as they are displayed and rendered and allows you to preview how footage will look on other devices. project templates use included project templates for dvd motion menus and motion graphics backgrounds. nondestructive vector painting paint nondestructively on layers to clean up footage draw masks clone elements and create animations. 32-bit audio tools import 32-bit audio files mixed and mastered in adobe soundbooth or adobe audition software. fine-tune audio levels precisely using vu meters with peak and clip indicators on the audio panel. color accuracy take advantage of an end-to-end color management workflow to ensure color accuracy throughout your production pipeline. powerful masking and keying tools for creating video transparency control which portions of a layer are visible by importing manipulating and animating masks. key bluescreen and greenscreen mattes with academy award-winning keylight and a host of supporting tools to rival those available in any other application. flexible auto-tracing options and rotobezier masks make it easy to get precise results. video for mobile use new rendering options and preview in adobe device central cs3 to help ensure your video will look great on an array of supported mobile devices. adobe 999,1
allume anime studio 5 system requirements mac os x v10.3.9 or later (os x v10.4 or later recommended) 500mhz or faster power pc g4 g5 or intel core processor (intel processor recommended) 256mb ram 50mb free hard-disk space 1024 x 768 display resolution with 16-bit ... 44.99,anime studio 5 win 98/me 2000/xp mac os 10.4 & up anime studio 5 is the ideal solution for first time animators hobbyists and digital enthusiasts. draw original art import your digital pictures dub and add subtitles to your existing videos or choose from many built-in characters to get started! use anime studio's intuitive tools to create and share your own original animations. anime studio simplifies the animation process empowering artists to create their projects faster and easier than ever before. direct your action with an intuitive timeline setting your movements to a timeline makes animation easy to understand add emotion and style to your animations by adding sound -- anime studio supports wav and aiff formats import layered psd files using a photoshop plug-in that converts files to anime studio format (included free with anime studio) publish for multiple media - output your animations to video tv and web formats system requirements - *windows - windows 98 se me 2000 (service pack 2 or higher) xp home/pro/tablet pc edition / 500 mhz processor minimum / 256 mb ram minimum / 50mb free hard disk space /16-bit color display 1024 x 768 resolution /cd-rom drive *macintosh - mac os x v10.3.9+ (universal binary) (mac os x v10.4+ recommended) / powerpc g5/g4 processor 500mhz or above /256mb ram minimum / 50mb free hard disk space / 16-bit color display 1024 x 768 resolution / cd-rom drive aladdin systems 49.99,1
